SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY
20MICRONS,25-OCT-2018,39.0,39.95,38.65,39.1,23830
21STCENMGM,25-OCT-2018,24.5,24.5,24.5,24.5,913
3IINFOTECH,25-OCT-2018,3.15,3.2,3.15,3.15,749510
3MINDIA,25-OCT-2018,19700.0,19900.0,19450.05,19650.55,2126
3PLAND,25-OCT-2018,11.4,11.4,11.4,11.4,500
5PAISA,25-OCT-2018,176.9,186.0,170.05,182.95,4551
63MOONS,25-OCT-2018,77.0,82.4,74.55,77.65,572595
8KMILES,25-OCT-2018,88.4,88.4,88.4,88.4,22498
A2ZINFRA,25-OCT-2018,10.3,10.55,10.2,10.35,426918
AAKASH,25-OCT-2018,28.0,28.0,28.0,28.0,2000
AARON,25-OCT-2018,38.6,38.6,38.6,38.6,3000
AARTIDRUGS,25-OCT-2018,575.0,584.5,568.5,576.1,8945
AARTIIND,25-OCT-2018,1272.0,1294.0,1225.0,1281.6,31934
AARVEEDEN,25-OCT-2018,23.65,23.65,22.7,23.4,1609
AAVAS,25-OCT-2018,639.9,660.8,617.05,643.55,68841
ABAN,25-OCT-2018,73.55,74.6,71.75,72.5,362315
ABB,25-OCT-2018,1224.0,1238.95,1205.1,1219.9,24711
ABBOTINDIA,25-OCT-2018,7065.05,7108.0,6917.0,7039.85,1866
ABCAPITAL,25-OCT-2018,94.45,97.9,94.0,96.9,1718136
ABFRL,25-OCT-2018,173.3,174.8,171.1,173.8,224686
ABGSHIP,25-OCT-2018,3.3,3.6,3.3,3.3,12568
ACC,25-OCT-2018,1360.25,1379.9,1357.7,1367.6,725333
ACCELYA,25-OCT-2018,949.05,954.15,945.0,950.25,28122
ACCORD,25-OCT-2018,21.5,21.5,21.5,21.5,2000
ACCURACY,25-OCT-2018,62.0,62.0,62.0,62.0,1600
ACE,25-OCT-2018,96.0,96.0,92.0,92.9,59732
ADANIENT,25-OCT-2018,166.75,174.4,161.5,172.1,7460591
ADANIGREEN,25-OCT-2018,36.9,37.95,35.5,36.2,539990
ADANIPORTS,25-OCT-2018,311.9,312.9,298.7,305.6,4584103
ADANIPOWER,25-OCT-2018,33.25,33.7,32.65,33.0,15207295
ADANITRANS,25-OCT-2018,156.8,159.95,152.1,155.8,18952
ADFFOODS,25-OCT-2018,198.5,201.95,197.05,198.4,12279
ADHUNIK,25-OCT-2018,2.8,2.8,2.7,2.7,1366
ADHUNIKIND,25-OCT-2018,47.0,48.85,43.2,46.15,40069
ADLABS,25-OCT-2018,10.8,11.4,10.5,10.55,225022
ADORWELD,25-OCT-2018,353.95,357.5,343.0,345.75,9047
ADROITINFO,25-OCT-2018,20.55,21.4,20.5,21.0,5206
ADSL,25-OCT-2018,12.8,12.85,12.2,12.65,11667
ADVANIHOTR,25-OCT-2018,51.4,53.0,51.2,52.4,16273
ADVENZYMES,25-OCT-2018,183.0,183.0,175.3,178.7,104586
AEGISCHEM,25-OCT-2018,222.0,231.8,222.0,228.4,77457
AGARIND,25-OCT-2018,189.8,190.0,180.0,189.4,7458
AGCNET,25-OCT-2018,51.0,52.0,50.05,50.3,7045
AGLSL,25-OCT-2018,74.95,78.8,74.05,77.9,3925
AGRITECH,25-OCT-2018,55.0,55.0,53.5,53.65,3667
AGROPHOS,25-OCT-2018,33.95,36.0,33.95,35.7,300000
AHLADA,25-OCT-2018,131.0,134.0,131.0,132.1,10000
AHLEAST,25-OCT-2018,233.0,239.5,230.7,235.0,2243
AHLUCONT,25-OCT-2018,269.0,269.5,264.0,264.45,1012
AHLWEST,25-OCT-2018,271.0,275.0,271.0,275.0,192
AIAENG,25-OCT-2018,1559.5,1630.0,1549.9,1628.2,36510
AIFL,25-OCT-2018,102.6,102.6,102.6,102.6,320
AIONJSW,25-OCT-2018,33.85,34.0,30.95,30.95,92856
AIRAN,25-OCT-2018,56.2,56.5,56.2,56.3,7500
AIROLAM,25-OCT-2018,35.8,35.8,35.8,35.8,3000
AJANTPHARM,25-OCT-2018,988.4,1020.0,980.0,995.45,330154
AJMERA,25-OCT-2018,146.9,150.8,144.3,148.0,18553
AKASH,25-OCT-2018,120.8,130.0,109.2,109.35,73000
AKG,25-OCT-2018,32.5,32.5,32.4,32.4,8000
AKSHARCHEM,25-OCT-2018,487.8,487.8,465.5,468.45,579
AKSHOPTFBR,25-OCT-2018,25.75,27.25,25.35,26.95,1513338
AKZOINDIA,25-OCT-2018,1558.95,1558.95,1474.95,1493.15,4562
ALANKIT,25-OCT-2018,20.4,20.8,20.05,20.2,1298583
ALBERTDAVD,25-OCT-2018,475.0,480.0,453.5,469.7,10279
ALBK,25-OCT-2018,36.8,37.7,36.5,37.15,2746567
ALCHEM,25-OCT-2018,4.0,4.1,3.8,3.8,9322
ALEMBICLTD,25-OCT-2018,39.0,40.0,38.8,39.6,171349
ALICON,25-OCT-2018,575.05,589.0,575.0,585.3,558
ALKALI,25-OCT-2018,57.45,57.45,55.35,56.15,4021
ALKEM,25-OCT-2018,1930.0,1974.0,1923.0,1949.45,33714
ALKYLAMINE,25-OCT-2018,576.9,577.0,568.2,573.5,163
ALLCARGO,25-OCT-2018,97.45,100.35,95.0,99.8,162601
ALLSEC,25-OCT-2018,222.05,235.0,222.0,232.15,4928
ALMONDZ,25-OCT-2018,21.75,22.7,20.7,20.7,3167
ALOKTEXT,25-OCT-2018,2.95,3.25,2.95,3.25,5084580
ALPA,25-OCT-2018,25.0,25.2,24.45,24.65,16102
ALPHAGEO,25-OCT-2018,470.0,489.8,458.0,480.9,4880
ALPSINDUS,25-OCT-2018,2.6,2.6,2.6,2.6,4734
AMARAJABAT,25-OCT-2018,729.0,782.95,729.0,772.3,426134
AMBER,25-OCT-2018,826.3,848.0,826.3,841.05,3526
AMBIKCO,25-OCT-2018,1156.3,1164.9,1134.0,1137.0,1051
AMBUJACEM,25-OCT-2018,194.0,197.45,191.8,192.55,7180208
AMDIND,25-OCT-2018,21.15,21.15,19.4,19.7,2859
AMJLAND,25-OCT-2018,21.2,21.75,20.6,21.15,7958
AMRUTANJAN,25-OCT-2018,250.75,250.95,247.85,249.85,11499
ANANTRAJ,25-OCT-2018,33.8,33.85,32.9,33.4,324049
ANDHRABANK,25-OCT-2018,25.9,26.0,25.7,25.8,637139
ANDHRACEMT,25-OCT-2018,6.15,6.3,6.1,6.2,52460
ANDHRSUGAR,25-OCT-2018,319.7,330.75,317.2,318.1,47130
ANGIND,25-OCT-2018,1.5,1.6,1.5,1.5,6846
ANIKINDS,25-OCT-2018,23.8,25.7,23.8,25.7,520
ANKITMETAL,25-OCT-2018,0.45,0.5,0.45,0.45,6838
ANSALAPI,25-OCT-2018,10.25,10.7,10.25,10.45,14236
ANSALHSG,25-OCT-2018,9.7,9.85,9.5,9.75,11404
ANTGRAPHIC,25-OCT-2018,0.45,0.55,0.45,0.5,60686
APARINDS,25-OCT-2018,555.0,566.25,547.0,550.4,4385
APCL,25-OCT-2018,114.35,117.7,109.05,111.15,3954
APCOTEXIND,25-OCT-2018,524.0,524.0,512.5,515.0,15066
APEX,25-OCT-2018,337.5,346.0,333.0,341.5,50103
APLAPOLLO,25-OCT-2018,1224.95,1235.95,1201.0,1229.1,33054
APLLTD,25-OCT-2018,554.5,558.0,545.8,550.3,30996
APOLLO,25-OCT-2018,112.0,118.0,109.45,116.2,30479
APOLLOHOSP,25-OCT-2018,1110.35,1160.6,1071.7,1109.6,759796
APOLLOTYRE,25-OCT-2018,201.5,208.85,199.2,207.05,3043270
APOLSINHOT,25-OCT-2018,615.0,620.0,586.05,610.55,876
APTECHT,25-OCT-2018,153.1,159.6,151.5,153.2,214920
